col_13,col_7,col_3,col_4,col_9,col_5,col_11,col_14,col_0,col_12,col_6,col_8,col_10,col_15,row,col_1,col_2
,フロセミド40ｍｇ錠,40ｍｇ1錠,,後発品,,,,内用薬,6.6,,,,錠,1788,2139005F2016,フロセミド
,ラシックス錠40ｍｇ,40ｍｇ1錠,局,,,○,,内用薬,11.2,,サノフィ,準先発品,錠,1789,2139005F2342,フロセミド
,フロセミド10ｍｇ錠,10ｍｇ1錠,,後発品,,,,内用薬,6.3,,,,錠,1790,2139005F3012,フロセミド
,ラシックス錠10ｍｇ,10ｍｇ1錠,局,,,○,,内用薬,9.6,,サノフィ,準先発品,錠,1791,2139005F3039,フロセミド
,アゾセミド60ｍｇ錠,60ｍｇ1錠,,後発品,,,,内用薬,11.3,,,,錠,1792,2139008F1013,アゾセミド
,ダイアート錠60ｍｇ,60ｍｇ1錠,局,,,○,,内用薬,15.5,,三和化学研究所,先発品,錠,1793,2139008F1056,アゾセミド
,アゾセミド30ｍｇ錠,30ｍｇ1錠,,後発品,,,,内用薬,10.4,,,,錠,1794,2139008F2010,アゾセミド
,ダイアート錠30ｍｇ,30ｍｇ1錠,局,,,○,,内用薬,10.7,,三和化学研究所,先発品,錠,1795,2139008F2028,アゾセミド
,ルプラック錠4ｍｇ,4ｍｇ1錠,,,,○,,内用薬,14.4,,田辺ファーマ,先発品,錠,1796,2139009F1026,トラセミド
,トラセミド錠4ｍｇ「ＫＯ」,4ｍｇ1錠,,後発品,,,,内用薬,6.1,,寿製薬,,錠,1797,2139009F1034,トラセミド
,ルプラック錠8ｍｇ,8ｍｇ1錠,,,,○,,内用薬,23.3,,田辺ファーマ,先発品,錠,1798,2139009F2022,トラセミド
,トラセミド錠8ｍｇ「ＫＯ」,8ｍｇ1錠,,後発品,,,,内用薬,7.3,,寿製薬,,錠,1799,2139009F2030,トラセミド
,トラセミドＯＤ錠4ｍｇ「ＴＥ」,4ｍｇ1錠,,後発品,,,,内用薬,6.1,,トーアエイヨー,,錠,1800,2139009F3029,トラセミド
,トラセミドＯＤ錠8ｍｇ「ＴＥ」,8ｍｇ1錠,,後発品,,,,内用薬,7.3,,トーアエイヨー,,錠,1801,2139009F4025,トラセミド
,サムスカ顆粒1％,1％1ｇ,,,,○,,内用薬,1257.6,,大塚製薬,先発品,錠,1802,2139011D1022,トルバプタン
,トルバプタン顆粒1％「トーワ」,1％1ｇ,,後発品,,,,内用薬,556.7,,東和薬品,,錠,1803,2139011D1030,トルバプタン
,トルバプタン顆粒1％「サワイ」,1％1ｇ,,後発品,,,,内用薬,522.8,,沢井製薬,,錠,1804,2139011D1049,トルバプタン
,サムスカＯＤ錠7．5ｍｇ,7．5ｍｇ1錠,,,,○,,内用薬,787.4,,大塚製薬,先発品,錠,1805,2139011F3026,トルバプタン
,トルバプタンＯＤ錠7．5ｍｇ「ＤＳＥＰ」,7．5ｍｇ1錠,,後発品,,,,内用薬,309,,第一三共エスファ,,錠,1806,2139011F3034,トルバプタン
,トルバプタンＯＤ錠7．5ｍｇ「ＴＥ」,7．5ｍｇ1錠,,後発品,,,,内用薬,309,,トーアエイヨー,,錠,1807,2139011F3042,トルバプタン
,トルバプタンＯＤ錠7．5ｍｇ「オーツカ」,7．5ｍｇ1錠,,後発品,,,,内用薬,309,,大塚製薬工場,,錠,1808,2139011F3050,トルバプタン
,トルバプタンＯＤ錠7．5ｍｇ「ニプロ」,7．5ｍｇ1錠,,後発品,,,,内用薬,309,,ニプロ,,錠,1809,2139011F3069,トルバプタン
,トルバプタンＯＤ錠7．5ｍｇ「サワイ」,7．5ｍｇ1錠,,後発品,,,,内用薬,309,,沢井製薬,,錠,1810,2139011F3085,トルバプタン
,トルバプタンＯＤ錠7．5ｍｇ「トーワ」,7．5ｍｇ1錠,,後発品,,,,内用薬,309,,東和薬品,,錠,1811,2139011F3093,トルバプタン
,サムスカＯＤ錠15ｍｇ,15ｍｇ1錠,,,,○,,内用薬,1206.7,,大塚製薬,先発品,錠,1812,2139011F4022,トルバプタン
,トルバプタンＯＤ錠15ｍｇ「ＤＳＥＰ」,15ｍｇ1錠,,後発品,,,,内用薬,538.2,,第一三共エスファ,,錠,1813,2139011F4030,トルバプタン
,トルバプタンＯＤ錠15ｍｇ「ＴＥ」,15ｍｇ1錠,,後発品,,,,内用薬,538.2,,トーアエイヨー,,錠,1814,2139011F4057,トルバプタン
,トルバプタンＯＤ錠15ｍｇ「オーツカ」,15ｍｇ1錠,,後発品,,,,内用薬,538.2,,大塚製薬工場,,錠,1815,2139011F4065,トルバプタン
,トルバプタンＯＤ錠15ｍｇ「サワイ」,15ｍｇ1錠,,後発品,,,,内用薬,538.2,,沢井製薬,,錠,1816,2139011F4073,トルバプタン
,トルバプタンＯＤ錠15ｍｇ「トーワ」,15ｍｇ1錠,,後発品,,,,内用薬,538.2,,東和薬品,,錠,1817,2139011F4081,トルバプタン
,トルバプタンＯＤ錠15ｍｇ「ニプロ」,15ｍｇ1錠,,後発品,,,,内用薬,538.2,,ニプロ,,錠,1818,2139011F4090,トルバプタン
,トルバプタンＯＤ錠3．75ｍｇ「ＴＥ」,3．75ｍｇ1錠,,後発品,,,R7.12.5収載,内用薬,177.5,,トーアエイヨー,,錠,1819,2139011F5029,トルバプタン
,トルバプタンＯＤ錠3．75ｍｇ「ニプロ」,3．75ｍｇ1錠,,後発品,,,R7.12.5収載,内用薬,177.5,,ニプロ,,錠,1820,2139011F5037,トルバプタン
,ヒドララジン塩酸塩散,10％1ｇ,局,,,,,内用薬,8.4,,,,錠,1821,2142004B2015,ヒドララジン塩酸塩
,ヒドララジン塩酸塩錠,10ｍｇ1錠,局,,,,,内用薬,9.7,,,,錠,1822,2142004F1010,ヒドララジン塩酸塩
,ヒドララジン塩酸塩錠,25ｍｇ1錠,局,,,,,内用薬,10.1,,,,錠,1823,2142004F2017,ヒドララジン塩酸塩
,ヒドララジン塩酸塩錠,50ｍｇ1錠,局,,,,,内用薬,9.8,,,,錠,1824,2142004F3013,ヒドララジン塩酸塩
,レセルピン散0．1％,0．1％1ｇ,局,,,,,内用薬,7.5,,,,錠,1825,2143006B2011,レセルピン
,レセルピン錠,0．25ｍｇ1錠,局,,,,,内用薬,9.8,,,,錠,1826,2143006F2013,レセルピン
,カプトリル細粒5％,5％1ｇ,,,,,,内用薬,17.2,,アルフレッサファーマ,先発品,錠,1827,2144001C1074,カプトプリル
,カプトリル錠12．5ｍｇ,12．5ｍｇ1錠,,,,,,内用薬,8.3,,アルフレッサファーマ,先発品,錠,1828,2144001F1020,カプトプリル
,カプトリル錠25ｍｇ,25ｍｇ1錠,,,,,,内用薬,9.6,,アルフレッサファーマ,先発品,錠,1829,2144001F2026,カプトプリル
,カプトリル－Ｒカプセル18．75ｍｇ,18．75ｍｇ1カプセル,,,,,,内用薬,21.2,,アルフレッサファーマ,先発品,錠,1830,2144001N1059,カプトプリル
,エナラプリルマレイン酸塩細粒1％「アメル」,1％1ｇ,,後発品,,,,内用薬,53.2,,共和薬品工業,,錠,1831,2144002C1036,エナラプリルマレイン酸塩
,エナラプリルマレイン酸塩2．5ｍｇ錠,2．5ｍｇ1錠,,後発品,,,,内用薬,10.4,,,,錠,1832,2144002F1016,エナラプリルマレイン酸塩
,レニベース錠2．5,2．5ｍｇ1錠,局,,,○,,内用薬,11,,オルガノン,先発品,錠,1833,2144002F1024,エナラプリルマレイン酸塩
,エナラプリルマレイン酸塩5ｍｇ錠,5ｍｇ1錠,,後発品,,,,内用薬,10.4,,,,錠,1834,2144002F2012,エナラプリルマレイン酸塩
,レニベース錠5,5ｍｇ1錠,局,,,○,,内用薬,13.2,,オルガノン,先発品,錠,1835,2144002F2020,エナラプリルマレイン酸塩
,エナラプリルマレイン酸塩10ｍｇ錠,10ｍｇ1錠,,後発品,,,,内用薬,10.4,,,,錠,1836,2144002F3019,エナラプリルマレイン酸塩
,レニベース錠10,10ｍｇ1錠,局,,,○,,内用薬,13.9,,オルガノン,先発品,錠,1837,2144002F3027,エナラプリルマレイン酸塩
,エナラプリルマレイン酸塩錠10ｍｇ「ＮｉｋＰ」,10ｍｇ1錠,局,後発品,,,,内用薬,11.1,,日医工,,錠,1838,2144002F3302,エナラプリルマレイン酸塩
,エナラプリルマレイン酸塩錠10ｍｇ「杏林」,10ｍｇ1錠,局,後発品,,,,内用薬,11.1,,キョーリンリメディオ,,錠,1839,2144002F3345,エナラプリルマレイン酸塩
,アラセプリル12．5ｍｇ錠,12．5ｍｇ1錠,,後発品,,,,内用薬,9.4,,,,錠,1840,2144003F1010,アラセプリル
,アラセプリル25ｍｇ錠,25ｍｇ1錠,,後発品,,,,内用薬,10.1,,,,錠,1841,2144003F2017,アラセプリル
,セタプリル錠25ｍｇ,25ｍｇ1錠,局,,,○,,内用薬,15.5,,住友ファーマ,先発品,錠,1842,2144003F2025,アラセプリル
,アラセプリル50ｍｇ錠,50ｍｇ1錠,,後発品,,,,内用薬,10.1,,,,錠,1843,2144003F3013,アラセプリル
,アデカット7．5ｍｇ錠,7．5ｍｇ1錠,,,,,,内用薬,14.4,,Ｔ’ｓ製薬,先発品,錠,1844,2144004F1023,デラプリル塩酸塩
,アデカット15ｍｇ錠,15ｍｇ1錠,,,,,,内用薬,21.1,,Ｔ’ｓ製薬,先発品,錠,1845,2144004F2020,デラプリル塩酸塩
,アデカット30ｍｇ錠,30ｍｇ1錠,,,,,,内用薬,30.1,,Ｔ’ｓ製薬,先発品,錠,1846,2144004F3026,デラプリル塩酸塩
,リシノプリル5ｍｇ錠,5ｍｇ1錠,,後発品,,,,内用薬,10.4,,,,錠,1847,2144006F1014,リシノプリル水和物
,ロンゲス錠5ｍｇ,5ｍｇ1錠,局,,,○,,内用薬,14.6,,共和薬品工業,先発品,錠,1848,2144006F1030,リシノプリル水和物
,リシノプリル10ｍｇ錠,10ｍｇ1錠,,後発品,,,,内用薬,10.4,,,,錠,1849,2144006F2010,リシノプリル水和物
,ロンゲス錠10ｍｇ,10ｍｇ1錠,局,,,○,,内用薬,18.6,,共和薬品工業,先発品,錠,1850,2144006F2037,リシノプリル水和物
,リシノプリル錠10ｍｇ「サワイ」,10ｍｇ1錠,局,後発品,,,,内用薬,11,,沢井製薬,,錠,1851,2144006F2169,リシノプリル水和物
,リシノプリル20ｍｇ錠,20ｍｇ1錠,,後発品,,,,内用薬,10.4,,,,錠,1852,2144006F3017,リシノプリル水和物
,ロンゲス錠20ｍｇ,20ｍｇ1錠,局,,,○,,内用薬,19.6,,共和薬品工業,先発品,錠,1853,2144006F3033,リシノプリル水和物
,リシノプリル錠20ｍｇ「トーワ」,20ｍｇ1錠,局,後発品,,,,内用薬,13.7,,東和薬品,,錠,1854,2144006F3041,リシノプリル水和物
,リシノプリル錠20ｍｇ「ＮＩＧ」,20ｍｇ1錠,局,後発品,,,,内用薬,14.7,,日医工岐阜工場,,錠,1855,2144006F3149,リシノプリル水和物
,イミダプリル塩酸塩2．5ｍｇ錠,2．5ｍｇ1錠,,後発品,,,,内用薬,10.4,,,,錠,1856,2144008F1013,イミダプリル塩酸塩
,タナトリル錠2．5,2．5ｍｇ1錠,局,,,○,,内用薬,17.9,,田辺ファーマ,先発品,錠,1857,2144008F1021,イミダプリル塩酸塩
,イミダプリル塩酸塩5ｍｇ錠,5ｍｇ1錠,,後発品,,,,内用薬,15.1,,,,錠,1858,2144008F2010,イミダプリル塩酸塩
,タナトリル錠5,5ｍｇ1錠,局,,,○,,内用薬,31.3,,田辺ファーマ,先発品,錠,1859,2144008F2028,イミダプリル塩酸塩
,イミダプリル塩酸塩10ｍｇ錠,10ｍｇ1錠,,後発品,,,,内用薬,30.2,,,,錠,1860,2144008F3016,イミダプリル塩酸塩
,タナトリル錠10,10ｍｇ1錠,局,,,○,,内用薬,55.8,,田辺ファーマ,先発品,錠,1861,2144008F3024,イミダプリル塩酸塩
,テモカプリル塩酸塩1ｍｇ錠,1ｍｇ1錠,,後発品,,,,内用薬,10.4,,,,錠,1862,2144009F1018,テモカプリル塩酸塩
,エースコール錠1ｍｇ,1ｍｇ1錠,局,,,○,,内用薬,16.5,,アルフレッサファーマ,先発品,錠,1863,2144009F1026,テモカプリル塩酸塩
,テモカプリル塩酸塩錠1ｍｇ「フェルゼン」,1ｍｇ1錠,局,後発品,,,,内用薬,14.5,,ダイト,,錠,1864,2144009F1182,テモカプリル塩酸塩
,テモカプリル塩酸塩2ｍｇ錠,2ｍｇ1錠,,後発品,,,,内用薬,17.1,,,,錠,1865,2144009F2014,テモカプリル塩酸塩
,エースコール錠2ｍｇ,2ｍｇ1錠,局,,,○,,内用薬,32.9,,アルフレッサファーマ,先発品,錠,1866,2144009F2022,テモカプリル塩酸塩
,テモカプリル塩酸塩4ｍｇ錠,4ｍｇ1錠,,後発品,,,,内用薬,34.4,,,,錠,1867,2144009F3010,テモカプリル塩酸塩
,エースコール錠4ｍｇ,4ｍｇ1錠,局,,,○,,内用薬,61.9,,アルフレッサファーマ,先発品,錠,1868,2144009F3029,テモカプリル塩酸塩
,トランドラプリル0．5ｍｇ錠,0．5ｍｇ1錠,,後発品,,,,内用薬,14.5,,,,錠,1869,2144011F1015,トランドラプリル
,オドリック錠0．5ｍｇ,0．5ｍｇ1錠,,,,○,,内用薬,19.6,,日本新薬,先発品,錠,1870,2144011F1023,トランドラプリル
,トランドラプリル1ｍｇ錠,1ｍｇ1錠,,後発品,,,,内用薬,15.1,,,,錠,1871,2144011F2011,トランドラプリル
,オドリック錠1ｍｇ,1ｍｇ1錠,,,,○,,内用薬,21.5,,日本新薬,先発品,錠,1872,2144011F2020,トランドラプリル
,ペリンドプリルエルブミン2ｍｇ錠,2ｍｇ1錠,,後発品,,,,内用薬,15.8,,,,錠,1873,2144012F1010,ペリンドプリルエルブミン
R8.3.31まで,コバシル錠2ｍｇ,2ｍｇ1錠,,,,○,,内用薬,28.4,,協和キリン,先発品,錠,1874,2144012F1028,ペリンドプリルエルブミン
,ペリンドプリルエルブミン4ｍｇ錠,4ｍｇ1錠,,後発品,,,,内用薬,27.7,,,,錠,1875,2144012F2016,ペリンドプリルエルブミン
R8.3.31まで,コバシル錠4ｍｇ,4ｍｇ1錠,,,,○,,内用薬,51.1,,協和キリン,先発品,錠,1876,2144012F2024,ペリンドプリルエルブミン
,メチルドパ錠,125ｍｇ1錠,局,,,,,内用薬,10.4,,,,錠,1877,2145001F1019,メチルドパ水和物
,メチルドパ錠（ツルハラ）125,125ｍｇ1錠,局,,,,,内用薬,13.7,,鶴原製薬,,錠,1878,2145001F1043,メチルドパ水和物
,メチルドパ錠,250ｍｇ1錠,局,,,,,内用薬,16.5,,,,錠,1879,2145001F2015,メチルドパ水和物
,アルドメット錠250,250ｍｇ1錠,局,,,,,内用薬,16.8,,ミノファーゲン製薬,,錠,1880,2145001F2040,メチルドパ水和物
,カタプレス錠75μｇ,0．075ｍｇ1錠,,,,,,内用薬,6.1,,Ｍｅｄｉｃａｌ　Ｐａｒｋｌａｎｄ,先発品,錠,1881,2149001F1034,クロニジン塩酸塩
,カタプレス錠150μｇ,0．15ｍｇ1錠,,,,,,内用薬,6.1,,Ｍｅｄｉｃａｌ　Ｐａｒｋｌａｎｄ,先発品,錠,1882,2149001F2065,クロニジン塩酸塩
,ミニプレス錠0．5ｍｇ,0．5ｍｇ1錠,,,,,,内用薬,6.1,,ファイザー,先発品,錠,1883,2149002F1128,プラゾシン塩酸塩
,ミニプレス錠1ｍｇ,1ｍｇ1錠,,,,,,内用薬,7.9,,ファイザー,先発品,錠,1884,2149002F2159,プラゾシン塩酸塩
,トランデート錠50ｍｇ,50ｍｇ1錠,局,,,,,内用薬,10.4,,サンドファーマ,先発品,錠,1885,2149009F1030,ラベタロール塩酸塩
R8.3.31まで,ラベタロール塩酸塩錠50ｍｇ「トーワ」,50ｍｇ1錠,局,後発品,,,,内用薬,6.4,,東和薬品,,錠,1886,2149009F1081,ラベタロール塩酸塩
R8.3.31まで,ラベタロール塩酸塩100ｍｇ錠,100ｍｇ1錠,,後発品,,,,内用薬,10.1,,,,錠,1887,2149009F2010,ラベタロール塩酸塩
,トランデート錠100ｍｇ,100ｍｇ1錠,局,,,,,内用薬,17.4,,サンドファーマ,先発品,錠,1888,2149009F2037,ラベタロール塩酸塩
,メトプロロール酒石酸塩20ｍｇ錠,20ｍｇ1錠,,後発品,,,,内用薬,7.6,,,,錠,1889,2149010F1017,メトプロロール酒石酸塩
,セロケン錠20ｍｇ,20ｍｇ1錠,局,,,○,,内用薬,10.4,,太陽ファルマ,先発品,錠,1890,2149010F1025,メトプロロール酒石酸塩
,ロプレソール錠20ｍｇ,20ｍｇ1錠,局,,,○,,内用薬,10.4,,サンファーマ,先発品,錠,1891,2149010F1033,メトプロロール酒石酸塩
,メトプロロール酒石酸塩40ｍｇ錠,40ｍｇ1錠,,後発品,,,,内用薬,7.7,,,,錠,1892,2149010F2013,メトプロロール酒石酸塩
,ロプレソール錠40ｍｇ,40ｍｇ1錠,局,,,○,,内用薬,11.8,,サンファーマ,先発品,錠,1893,2149010F2072,メトプロロール酒石酸塩
,セロケンＬ錠120ｍｇ,120ｍｇ1錠,,,,,,内用薬,66.8,,太陽ファルマ,先発品,錠,1894,2149010G1047,メトプロロール酒石酸塩
,ロプレソールＳＲ錠120ｍｇ,120ｍｇ1錠,,,,,,内用薬,64,,サンファーマ,先発品,錠,1895,2149010G1055,メトプロロール酒石酸塩
,ナトリックス錠1,1ｍｇ1錠,局,,,,,内用薬,10.4,,京都薬品工業,先発品,錠,1896,2149012F1059,インダパミド
,ナトリックス錠2,2ｍｇ1錠,局,,,,,内用薬,13.5,,京都薬品工業,先発品,錠,1897,2149012F2020,インダパミド
R8.3.31まで,プロプラノロール塩酸塩徐放カプセル60ｍｇ「サワイ」,60ｍｇ1カプセル,,後発品,,,,内用薬,19.3,,沢井製薬,,錠,1898,2149014M1065,プロプラノロール塩酸塩
,デタントール錠0．5ｍｇ,0．5ｍｇ1錠,,,,,,内用薬,9.3,,エーザイ,先発品,錠,1899,2149015F1028,ブナゾシン塩酸塩
,デタントール錠1ｍｇ,1ｍｇ1錠,,,,,,内用薬,14.9,,エーザイ,先発品,錠,1900,2149015F2024,ブナゾシン塩酸塩
,デタントールＲ錠3ｍｇ,3ｍｇ1錠,,,,,,内用薬,26.6,,エーザイ,先発品,錠,1901,2149015G1023,ブナゾシン塩酸塩
,デタントールＲ錠6ｍｇ,6ｍｇ1錠,,,,,,内用薬,51.8,,エーザイ,先発品,錠,1902,2149015G2020,ブナゾシン塩酸塩
,ワイテンス錠2ｍｇ,2ｍｇ1錠,,,,,,内用薬,10.2,,アルフレッサファーマ,先発品,錠,1903,2149017F1035,グアナベンズ酢酸塩
,ローガン錠10ｍｇ,10ｍｇ1錠,局,,,,,内用薬,17.4,,ＬＴＬファーマ,先発品,錠,1904,2149018F1021,アモスラロール塩酸塩
,ペルジピン散10％,10％1ｇ,,,,,,内用薬,43.5,,ＬＴＬファーマ,先発品,錠,1905,2149019B1059,ニカルジピン塩酸塩
,ペルジピン錠10ｍｇ,10ｍｇ1錠,,,,,,内用薬,6.1,,ＬＴＬファーマ,先発品,錠,1906,2149019F1069,ニカルジピン塩酸塩
,ニカルジピン塩酸塩錠10ｍｇ「ツルハラ」,10ｍｇ1錠,,★,,,,内用薬,8.2,,鶴原製薬,,錠,1907,2149019F1158,ニカルジピン塩酸塩
,ペルジピン錠20ｍｇ,20ｍｇ1錠,,,,○,,内用薬,8.9,,ＬＴＬファーマ,先発品,錠,1908,2149019F2170,ニカルジピン塩酸塩
,ニカルジピン塩酸塩錠20ｍｇ「ツルハラ」,20ｍｇ1錠,,後発品,,,,内用薬,8.6,,鶴原製薬,,錠,1909,2149019F2294,ニカルジピン塩酸塩
,ペルジピンＬＡカプセル20ｍｇ,20ｍｇ1カプセル,,,,,,内用薬,9,,ＬＴＬファーマ,先発品,錠,1910,2149019N1160,ニカルジピン塩酸塩
,ペルジピンＬＡカプセル40ｍｇ,40ｍｇ1カプセル,,,,,,内用薬,9.4,,ＬＴＬファーマ,先発品,錠,1911,2149019N2175,ニカルジピン塩酸塩
,エブランチルカプセル15ｍｇ,15ｍｇ1カプセル,,,,,,内用薬,15.8,,科研製薬,先発品,錠,1912,2149020N1031,ウラピジル
,エブランチルカプセル30ｍｇ,30ｍｇ1カプセル,,,,,,内用薬,35.4,,科研製薬,先発品,錠,1913,2149020N2038,ウラピジル
R8.3.31まで,ハイパジールコーワ錠3,3ｍｇ1錠,,,,,,内用薬,23.4,,興和,先発品,錠,1914,2149021F1031,ニプラジロール
R8.3.31まで,ハイパジールコーワ錠6,6ｍｇ1錠,,,,,,内用薬,45.6,,興和,先発品,錠,1915,2149021F2020,ニプラジロール
,ニルバジピン2ｍｇ錠,2ｍｇ1錠,,後発品,,,,内用薬,10.1,,,,錠,1916,2149022F1010,ニルバジピン
,ニバジール錠2ｍｇ,2ｍｇ1錠,局,,,○,,内用薬,10.4,,ＬＴＬファーマ,先発品,錠,1917,2149022F1028,ニルバジピン
,ニルバジピン4ｍｇ錠,4ｍｇ1錠,,後発品,,,,内用薬,10.4,,,,錠,1918,2149022F2016,ニルバジピン
,ニバジール錠4ｍｇ,4ｍｇ1錠,局,,,○,,内用薬,16.2,,ＬＴＬファーマ,先発品,錠,1919,2149022F2024,ニルバジピン
,バソメット錠0．25ｍｇ,0．25ｍｇ1錠,,,,,,内用薬,7.4,,田辺ファーマ,先発品,錠,1920,2149023F1030,テラゾシン塩酸塩水和物
,バソメット錠0．5ｍｇ,0．5ｍｇ1錠,,,,,,内用薬,12.6,,田辺ファーマ,先発品,錠,1921,2149023F2037,テラゾシン塩酸塩水和物
,バソメット錠1ｍｇ,1ｍｇ1錠,,,,,,内用薬,22.2,,田辺ファーマ,先発品,錠,1922,2149023F3033,テラゾシン塩酸塩水和物
,バソメット錠2ｍｇ,2ｍｇ1錠,,,,,,内用薬,42.7,,田辺ファーマ,先発品,錠,1923,2149023F4030,テラゾシン塩酸塩水和物
,ミケランＬＡカプセル15ｍｇ,15ｍｇ1カプセル,,,,,,内用薬,43.2,,大塚製薬,先発品,錠,1924,2149025N1034,カルテオロール塩酸塩
,ドキサゾシンメシル酸塩0．5ｍｇ錠,0．5ｍｇ1錠,,★,,,,内用薬,10.4,,,,錠,1925,2149026F1018,ドキサゾシンメシル酸塩
